ticker,sector,composite_z,composite_rank,composite_pct,ai_score,ai_rated_at,value_quality_score,value_rank,growth_score,growth_rank,exclusion_reason
A,Health Care,0.129,947,61.64,,,,,,,
AA,Materials,0.1787,809,67.23,,,,,,,
AADX,Industrials,,,,,,,,,,new_issue
AAL,Industrials,-0.3055,1991,19.3,,,,,,,
AAMI,Financials,0.0231,1250,49.35,,,,,,,
AAOI,Information Technology,-0.4421,2133,13.54,,,,,,,
AAON,Industrials,-0.1731,1781,27.82,,,,,,,
AAP,Consumer Discretionary,-0.0204,1395,43.47,,,,,,,
AAPL,Information Technology,0.7739,80,96.8,,,,,,,
AAT,Real Estate,-0.2877,1974,19.99,,,,,,,
AAUC,Materials,0.0204,1261,48.91,,,,,,,
ABBV,Health Care,-0.0519,1479,40.06,,,,,,,
ABCB,Financials,-0.3272,2025,17.92,,,,,,,
ABCL,Health Care,-0.4382,2132,13.58,,,,,,,
ABEO,Health Care,-1.1078,2419,1.95,,,,,,,
ABG,Consumer Discretionary,-0.0081,1356,45.05,,,,,,,
ABM,,-0.0078,1355,45.09,,,,,,,
ABNB,,0.2509,622,74.82,,,,,,,
ABR,Real Estate,-0.626,2274,7.83,,,,,,,
ABSI,Health Care,0.0416,1203,51.26,,,,,,,
ABT,Health Care,-0.4334,2127,13.79,,,,,,,
ABTC,Financials,-2.0976,2467,0.0,33.0,2026-08-10T22:41:23.473184+00:00,,,3.1372,14,
ABUS,Health Care,-0.6486,2288,7.26,46.0,2026-08-24T22:38:09.073757+00:00,,,5.1865,9,
ABX,Financials,-0.5317,2211,10.38,,,,,,,
ACA,Industrials,0.3797,380,84.63,,,,,,,
ACAD,Health Care,-0.4292,2123,13.95,,,,,,,
ACDC,Energy,-0.5443,2225,9.81,,,,,,,
ACGL,Financials,0.0986,1036,58.03,,,,,,,
ACHC,Health Care,-0.4381,2131,13.63,,,,,,,
ACHR,Industrials,-0.6767,2300,6.77,,,,,,,
ACHV,Health Care,-0.0476,1463,40.71,,,,,,,
ACI,Consumer Staples,-0.2786,1962,20.48,,,,,,,
ACIW,Information Technology,0.1193,976,60.46,,,,,,,
ACLS,Industrials,-0.1717,1777,27.98,,,,,,,
ACM,Industrials,-0.4367,2130,13.67,,,,,,,
ACMR,Industrials,0.5942,161,93.51,,,,,,,
ACN,,0.1404,907,63.26,,,,,,,
ACRS,Health Care,0.0857,1075,56.45,,,,,,,
ACT,Financials,0.2904,533,78.43,,,,,,,
ACVA,,-0.308,1996,19.1,,,,,,,
AD,Communication Services,0.4133,324,86.9,,,,,,,
ADAM,Real Estate,0.2885,541,78.1,,,,,,,
ADBE,Information Technology,0.2713,574,76.76,,,,,,,
ADC,Real Estate,-0.1299,1680,31.91,,,,,,,
ADEA,Communication Services,0.3214,478,80.66,,,,,,,
ADI,Information Technology,0.2643,588,76.2,,,,,,,
ADM,Consumer Staples,0.2553,610,75.3,,,,,,,
ADMA,Health Care,-0.2323,1887,23.52,,,,,,,
ADNT,Consumer Discretionary,-0.0965,1597,35.28,,,,,,,
ADP,Information Technology,0.4574,284,88.52,,,,,,,
ADPT,Health Care,-0.2695,1948,21.05,,,,,,,
ADSK,Information Technology,0.2722,572,76.85,,,,,,,
ADT,,0.2497,627,74.61,,,,,,,
ADTN,Information Technology,-0.1245,1671,32.28,,,,,,,
ADUR,Materials,-0.156,1743,29.36,,,,,,,
ADUS,Health Care,0.3834,369,85.08,,,,,,,
ADX,,-0.0234,1403,43.15,,,,,,,
AEE,Utilities,-0.0202,1392,43.59,,,,,,,
AEG,Financials,-0.0396,1444,41.48,,,,,,,
AEHR,Industrials,-0.0108,1362,44.81,,,,,,,
AEIS,Information Technology,0.0289,1237,49.88,,,,,,,
AEM,Materials,-0.1121,1643,33.41,,,,,,,
AEO,Consumer Discretionary,0.3652,401,83.78,,,,,,,
AEP,Utilities,-0.0943,1592,35.48,,,,,,,
AER,,0.605,155,93.76,,,,,,,
AES,Utilities,0.5876,169,93.19,,,,,,,
AESI,Energy,-0.4582,2147,12.98,,,,,,,
AEVA,Consumer Discretionary,-1.3998,2448,0.77,,,,,,,
AFG,Financials,0.2283,675,72.67,,,,,,,
AFL,Financials,0.0502,1175,52.39,,,,,,,
AFRM,Financials,0.1392,915,62.94,,,,,,,
AG,Materials,0.7143,101,95.94,,,,,,,
AGCO,Industrials,-0.144,1715,30.49,,,,,,,
AGEN,Health Care,0.4705,267,89.21,,,,,,,
AGI,Materials,-0.5362,2216,10.18,,,,,,,
AGIO,Health Care,-0.6389,2283,7.46,,,,,,,
AGL,Health Care,0.3653,400,83.82,,,,,,,
AGM,Financials,0.0028,1313,46.8,,,,,,,
AGNC,Real Estate,0.2808,556,77.49,,,,,,,
AGO,Financials,-0.1793,1794,27.29,,,,,,,
AGRO,Materials,-0.0863,1566,36.54,,,,,,,
AGX,Industrials,1.0362,30,98.82,72.0,2026-08-19T22:37:24.073185+00:00,0.9492,24,0.4759,239,
AGYS,Information Technology,-0.0256,1410,42.86,,,,,,,
AHCO,Health Care,-0.5345,2213,10.3,,,,,,,
AHR,Real Estate,-0.032,1429,42.09,68.0,2026-08-10T22:40:25.505742+00:00,0.0118,1183,6.227,6,
AI,Information Technology,-0.1019,1615,34.55,,,,,,,
AIBZ,Financials,,,,,,,,,,insufficient_history
AIG,Financials,-0.0566,1495,39.42,,,,,,,
AIN,Consumer Discretionary,-0.0277,1417,42.58,,,,,,,
AIP,Information Technology,-0.1918,1815,26.44,,,,,,,
AIR,Industrials,0.2054,742,69.95,,,,,,,
AIT,Industrials,0.1549,861,65.13,,,,,,,
AIZ,Financials,0.2219,695,71.86,,,,,,,
AJG,Financials,-0.2722,1952,20.88,,,,,,,
AKAM,,-0.1188,1658,32.81,,,,,,,
AKR,Real Estate,-0.037,1437,41.77,,,,,,,
AKTS,Health Care,,,,,,,,,,new_issue
ALAB,Information Technology,-0.1309,1683,31.79,,,,,,,
ALB,Materials,0.2139,719,70.88,,,,,,,
ALC,Health Care,-0.1429,1713,30.58,,,,,,,
ALG,Industrials,-0.1676,1769,28.3,,,,,,,
ALGM,Information Technology,0.0969,1042,57.79,,,,,,,
ALGN,Health Care,-0.0468,1462,40.75,,,,,,,
ALGT,Industrials,0.0638,1138,53.89,,,,,,,
ALH,Industrials,,,,,,,,,,new_issue
ALHC,Financials,0.2101,727,70.56,,,,,,,
ALIT,,-0.6359,2282,7.5,,,,,,,
ALK,Industrials,-0.6351,2281,7.54,,,,,,,
ALKS,Health Care,-0.4652,2153,12.73,,,,,,,
ALKT,Information Technology,0.0454,1188,51.87,,,,,,,
ALL,Financials,0.4815,250,89.9,,,,,,,
ALLE,,0.3043,505,79.56,,,,,,,
ALLY,Financials,0.0666,1131,54.18,,,,,,,
ALM,Materials,2.607,4,99.88,,,,,,,
ALMR,Health Care,,,,,,,,,,new_issue
ALMS,Health Care,0.6226,144,94.2,,,,,,,
ALMU,Information Technology,-0.8992,2379,3.57,,,,,,,
ALNT,Industrials,0.636,136,94.53,,,,,,,
ALNY,Health Care,-0.0732,1535,37.79,,,,,,,
ALOY,Materials,-1.049,2411,2.27,,,,,,,
ALRM,Information Technology,-0.0675,1519,38.44,,,,,,,
ALRS,Financials,0.0408,1205,51.18,,,,,,,
ALSN,Consumer Discretionary,-0.1432,1714,30.54,,,,,,,
ALV,Consumer Discretionary,-0.0558,1489,39.66,,,,,,,
ALX,Real Estate,0.4484,296,88.04,,,,,,,
AM,Utilities,0.0272,1241,49.72,,,,,,,
AMAL,Financials,0.4484,295,88.08,,,,,,,
AMAT,Information Technology,0.5782,177,92.86,,,,,,,
AMBA,Information Technology,-0.0204,1394,43.51,,,,,,,
AMBP,Industrials,0.1947,768,68.9,,,,,,,
AMCR,Consumer Discretionary,0.261,600,75.71,,,,,,,
AMCX,Communication Services,-0.0702,1525,38.2,,,,,,,
AMD,Information Technology,0.8004,70,97.2,,,,,,,
AME,Industrials,0.3095,495,79.97,,,,,,,
AMG,Financials,0.4879,247,90.02,,,,,,,
AMGN,Health Care,0.351,422,82.93,,,,,,,
AMH,Real Estate,0.1432,898,63.63,,,,,,,
AMKR,Information Technology,0.4081,328,86.74,,,,,,,
AMLX,Health Care,-0.1404,1705,30.9,,,,,,,
AMN,,0.7094,106,95.74,,,,,,,
AMP,Financials,0.2273,677,72.59,,,,,,,
AMPH,Health Care,-0.0011,1326,46.27,,,,,,,
AMPL,Information Technology,-0.0258,1412,42.78,,,,,,,
AMPX,Industrials,-0.6068,2264,8.23,,,,,,,
AMR,Energy,-0.108,1630,33.94,,,,,,,
AMRC,Industrials,-0.4738,2162,12.37,,,,,,,
AMRX,Health Care,0.7653,83,96.67,63.0,2026-08-10T22:39:28.483333+00:00,1.0173,15,0.3854,301,
AMSC,Industrials,-0.6576,2293,7.06,,,,,,,
AMSF,Financials,-0.0907,1587,35.69,,,,,,,
AMT,Real Estate,0.196,766,68.98,,,,,,,
AMTB,Financials,-0.0013,1327,46.23,,,,,,,
AMZN,Consumer Discretionary,0.2206,701,71.61,,,,,,,
AN,Consumer Discretionary,0.1979,763,69.1,,,,,,,
ANAB,Health Care,0.0357,1217,50.69,60.0,2026-08-26T22:36:47.785852+00:00,,,2.5502,24,
ANDE,Industrials,0.524,221,91.08,,,,,,,
ANDG,,,,,,,,,,,new_issue
ANET,Information Technology,-0.0551,1486,39.78,,,,,,,
ANF,Consumer Discretionary,0.1023,1024,58.52,,,,,,,
ANIP,Health Care,0.0568,1154,53.24,,,,,,,
ANRO,Health Care,0.1155,985,60.1,,,,,,,
AON,Financials,-0.0118,1368,44.57,,,,,,,
AORT,Health Care,-0.551,2229,9.65,,,,,,,
AOS,Industrials,-0.1098,1635,33.74,,,,,,,
AOSL,Information Technology,-0.3367,2041,17.27,,,,,,,
APA,Energy,0.6638,123,95.05,,,,,,,
APAM,Financials,0.2803,559,77.37,,,,,,,
APC,Industrials,,,,,,,,,,new_issue
APD,Materials,-0.3184,2012,18.45,,,,,,,
APEI,,0.5798,176,92.9,,,,,,,
APG,,-0.1105,1638,33.62,,,,,,,
APGE,Health Care,0.1449,892,63.87,,,,,,,
APH,Information Technology,-0.0179,1383,43.96,,,,,,,
APLD,Information Technology,-1.0624,2414,2.15,,,,,,,
APLE,Real Estate,0.0942,1048,57.54,,,,,,,
APO,Financials,-0.146,1719,30.33,,,,,,,
APOG,Materials,0.2664,581,76.48,,,,,,,
APP,Information Technology,0.6177,145,94.16,,,,,,,
APPF,Information Technology,0.2025,750,69.63,,,,,,,
APPN,Information Technology,0.0163,1278,48.22,,,,,,,
APPS,Financials,0.1321,938,62.0,,,,,,,
APTV,Consumer Discretionary,-0.0894,1579,36.01,,,,,,,
AQN,Utilities,-0.0809,1555,36.98,,,,,,,
AQST,Health Care,0.3668,395,84.02,,,,,,,
AR,Energy,0.1805,804,67.44,,,,,,,
ARCB,Industrials,0.1514,874,64.6,,,,,,,
ARCC,,-0.3826,2088,15.37,,,,,,,
ARCO,Consumer Discretionary,0.1535,868,64.84,,,,,,,
ARE,Real Estate,-0.3841,2089,15.33,,,,,,,
ARES,Financials,-0.1744,1785,27.66,,,,,,,
ARHS,Consumer Discretionary,-0.0948,1593,35.44,,,,,,,
ARI,Real Estate,0.1404,908,63.22,,,,,,,
ARIS,Materials,0.8377,63,97.49,,,,,,,
ARLO,,0.0278,1238,49.84,,,,,,,
ARMK,Consumer Discretionary,0.0436,1194,51.62,,,,,,,
AROC,Utilities,0.3192,480,80.58,,,,,,,
ARQQ,Information Technology,-1.1861,2433,1.38,,,,,,,
ARQT,Health Care,0.0472,1180,52.19,,,,,,,
ARR,Real Estate,0.2055,741,69.99,,,,,,,
ARVN,Health Care,-0.1095,1633,33.82,,,,,,,
ARW,Industrials,0.0196,1267,48.66,,,,,,,
ARWR,Health Care,0.2264,681,72.42,,,,,,,
ARXS,Industrials,,,,,,,,,,new_issue
AS,Consumer Discretionary,-0.6715,2295,6.97,,,,,,,
ASAN,Information Technology,-0.0433,1455,41.04,,,,,,,
ASB,Financials,-0.0782,1547,37.31,,,,,,,
ASC,Industrials,0.1997,759,69.26,,,,,,,
ASH,Industrials,0.7344,94,96.23,,,,,,,
ASM,Materials,-0.0128,1371,44.44,,,,,,,
ASMB,Health Care,-1.2482,2438,1.18,,,,,,,
ASML,Industrials,1.5449,11,99.59,,,,,,,
ASND,Health Care,0.0585,1147,53.53,,,,,,,
ASO,Consumer Discretionary,0.1389,917,62.85,,,,,,,
ASR,Industrials,-0.7102,2313,6.24,,,,,,,
ASST,Financials,-1.6272,2458,0.36,,,,,,,
ASTE,Industrials,-0.2576,1929,21.82,,,,,,,
ASTH,Industrials,-0.1615,1754,28.91,,,,,,,
ASTS,Communication Services,-1.8068,2463,0.16,,,,,,,
ASYS,Industrials,0.0076,1300,47.32,,,,,,,
ATAI,Health Care,-0.1313,1685,31.71,,,,,,,
ATEC,Health Care,0.8491,61,97.57,,,,,,,
ATEN,Information Technology,0.0735,1106,55.19,,,,,,,
ATEX,Communication Services,0.1321,939,61.96,,,,,,,
ATI,Materials,0.6589,128,94.85,,,,,,,
ATKR,Industrials,-0.2024,1828,25.91,,,,,,,
ATLC,Financials,0.3829,372,84.96,,,,,,,
ATMU,Consumer Discretionary,0.058,1149,53.45,,,,,,,
ATO,Utilities,0.1921,775,68.61,,,,,,,
ATR,Materials,-0.2079,1841,25.39,,,,,,,
ATRC,Health Care,0.2265,680,72.47,,,,,,,
ATRO,Industrials,0.6084,153,93.84,,,,,,,
AU,Materials,0.4844,248,89.98,,,,,,,
AUB,Financials,0.3226,474,80.82,,,,,,,
AUPH,Health Care,-0.1959,1820,26.24,,,,,,,
AUR,Information Technology,-0.7682,2337,5.27,,,,,,,
AVA,Utilities,0.3441,436,82.36,,,,,,,
AVAH,Health Care,0.2253,683,72.34,,,,,,,
AVAV,Industrials,-1.733,2460,0.28,,,,,,,
AVB,Real Estate,,,,,,,,,,new_issue
AVBP,Health Care,-0.5581,2234,9.45,,,,,,,
AVEX,Industrials,,,,,,,,,,new_issue
AVGO,Information Technology,0.2573,607,75.43,,,,,,,
AVLN,Health Care,,,,,,,,,,new_issue
AVNS,Health Care,,,,,,,,,,new_issue
AVNT,Materials,-0.0412,1451,41.2,,,,,,,
AVO,Materials,-0.244,1911,22.55,,,,,,,
AVPT,Information Technology,0.2977,518,79.03,,,,,,,
AVT,Industrials,-0.1287,1678,32.0,,,,,,,
AVTR,Health Care,-0.1516,1730,29.89,,,,,,,
AVTX,Health Care,-0.9631,2391,3.08,,,,,,,
AVY,Materials,0.1735,824,66.63,,,,,,,
AWI,Materials,0.1799,806,67.36,,,,,,,
AWK,Utilities,0.0505,1174,52.43,,,,,,,
AWR,Utilities,0.15,878,64.44,,,,,,,
AX,Financials,-0.0003,1320,46.51,,,,,,,
AXGN,Health Care,0.2465,633,74.37,,,,,,,
AXON,Industrials,-0.3881,2092,15.21,,,,,,,
AXP,Financials,0.173,826,66.55,,,,,,,
AXS,Financials,0.1287,950,61.52,,,,,,,
AXSM,Health Care,-0.348,2051,16.87,,,,,,,
AXTA,Materials,-0.0027,1335,45.9,,,,,,,
AXTI,Information Technology,-0.1206,1665,32.52,,,,,,,
AYA,Materials,1.5932,9,99.68,,,,,,,
AYI,Industrials,0.3225,475,80.78,,,,,,,
AZN,Health Care,-0.3188,2013,18.41,,,,,,,
AZO,Consumer Discretionary,-0.3789,2085,15.49,,,,,,,
AZTA,Industrials,-0.119,1659,32.77,,,,,,,
AZZ,Industrials,-0.162,1756,28.83,,,,,,,
B,Materials,0.0625,1142,53.73,,,,,,,
BA,Industrials,-0.088,1570,36.37,,,,,,,
BAC,Financials,0.2968,520,78.95,,,,,,,
BAH,Industrials,0.0787,1098,55.52,,,,,,,
BALL,Industrials,-0.0118,1367,44.61,,,,,,,
BAM,Financials,-0.3679,2074,15.94,,,,,,,
BANC,Financials,-0.3303,2029,17.76,,,,,,,
BAND,Information Technology,0.6444,130,94.77,,,,,,,
BANF,Financials,-0.052,1480,40.02,,,,,,,
BANR,Financials,0.0483,1177,52.31,,,,,,,
BAP,Financials,0.6973,109,95.62,,,,,,,
BAR,Financials,0.1433,897,63.67,,,,,,,
BATRK,Consumer Discretionary,-0.5195,2204,10.67,,,,,,,
BAX,Health Care,-0.1393,1703,30.98,,,,,,,
BB,Information Technology,0.3283,467,81.1,,,,,,,
BBAR,Financials,0.6252,142,94.28,,,,,,,
BBDC,,0.1534,869,64.8,,,,,,,
BBIO,Health Care,0.2512,621,74.86,,,,,,,
BBSI,,-0.1735,1782,27.78,,,,,,,
BBT,Financials,-0.4012,2101,14.84,,,,,,,
BBUC,Industrials,-0.6188,2268,8.07,,,,,,,
BBVA,Financials,0.6007,158,93.63,,,,,,,
BBW,Consumer Discretionary,0.2114,725,70.64,,,,,,,
BBWI,Consumer Discretionary,0.0716,1113,54.91,,,,,,,
BBY,Consumer Discretionary,0.3965,347,85.97,,,,,,,
BC,Industrials,0.1087,1008,59.16,,,,,,,
BCAT,,0.0209,1259,48.99,,,,,,,
BCC,Industrials,-0.0754,1542,37.51,,,,,,,
BCE,Communication Services,-0.6102,2266,8.15,,,,,,,
BCH,Financials,0.539,207,91.65,,,,,,,
BCO,Industrials,0.1742,821,66.75,,,,,,,
BCPC,Materials,0.3532,415,83.21,,,,,,,
BCRX,Health Care,0.4328,310,87.47,,,,,,,
BCS,Financials,0.2174,708,71.33,,,,,,,
BDC,Materials,0.0313,1229,50.2,,,,,,,
BDX,Health Care,-0.1421,1710,30.7,,,,,,,
BE,Industrials,0.318,483,80.45,,,,,,,
BEAM,Health Care,-0.6241,2270,7.99,,,,,,,
BELFA,Information Technology,0.2463,634,74.33,,,,,,,
BELFB,Information Technology,0.2075,734,70.28,,,,,,,
BEN,Financials,0.0203,1263,48.82,,,,,,,
BEPC,Utilities,-0.4483,2140,13.26,,,,,,,
BETA,Industrials,,,,,,,,,,new_issue
BETR,Financials,-1.4607,2451,0.65,,,,,,,
BF-B,Consumer Staples,0.0217,1255,49.15,,,,,,,
BFAM,,-0.1858,1807,26.76,,,,,,,
BFC,Financials,0.1843,796,67.76,,,,,,,
BFH,Financials,0.4689,270,89.09,,,,,,,
BFLY,Health Care,1.0163,33,98.7,,,,,,,
BFST,Financials,-0.0006,1321,46.47,,,,,,,
BG,Consumer Staples,-0.4965,2185,11.44,,,,,,,
BGC,Financials,0.1129,993,59.77,,,,,,,
BGSI,,,,,,,,,,,insufficient_history
BH,Consumer Discretionary,-0.6048,2262,8.31,,,,,,,
BH-A,Consumer Discretionary,-0.1417,1708,30.78,,,,,,,
BHC,Health Care,-0.3511,2055,16.71,,,,,,,
BHE,Information Technology,0.4179,319,87.1,,,,,,,
BHF,Financials,0.5385,208,91.61,,,,,,,
BHRB,Financials,-0.3004,1985,19.55,,,,,,,
BHVN,Health Care,-0.7195,2319,6.0,,,,,,,
BIIB,Health Care,0.1136,991,59.85,,,,,,,
BILL,Information Technology,-0.0026,1334,45.94,,,,,,,
BIO,Health Care,-0.0978,1603,35.04,,,,,,,
BIPC,Utilities,-0.2992,1984,19.59,,,,,,,
BIRK,Consumer Discretionary,-0.8494,2367,4.06,,,,,,,
BJ,Consumer Discretionary,0.2983,517,79.08,,,,,,,
BJRI,Consumer Discretionary,0.2807,557,77.45,,,,,,,
BKD,Health Care,0.8651,56,97.77,,,,,,,
BKE,Consumer Discretionary,0.3459,429,82.64,,,,,,,
BKH,Utilities,0.0929,1054,57.3,,,,,,,
BKKT,Financials,-0.9954,2399,2.76,,,,,,,
BKNG,Industrials,0.0934,1053,57.34,,,,,,,
BKR,Industrials,-0.0897,1584,35.81,,,,,,,
BKSY,Information Technology,-0.4794,2167,12.17,,,,,,,
BKU,Financials,0.0639,1136,53.97,,,,,,,
BL,Information Technology,0.0958,1043,57.75,,,,,,,
BLBD,Consumer Discretionary,0.0897,1063,56.93,,,,,,,
BLCO,Health Care,-0.0883,1574,36.21,,,,,,,
BLDR,Consumer Discretionary,-0.5295,2209,10.46,,,,,,,
BLFS,Health Care,0.0424,1199,51.42,,,,,,,
BLK,Financials,-0.1349,1692,31.43,,,,,,,
BLKB,Information Technology,0.7113,105,95.78,,,,,,,
BLLN,Health Care,,,,,,,,,,new_issue
BLMN,Consumer Discretionary,0.1403,909,63.18,,,,,,,
BLX,Financials,0.0404,1206,51.14,,,,,,,
BLZE,Information Technology,0.2875,543,78.02,,,,,,,
BMA,Financials,0.7585,85,96.59,,,,,,,
BMI,Industrials,-0.2337,1892,23.32,,,,,,,
BMO,Financials,0.4423,303,87.75,,,,,,,
BMRN,Health Care,-0.531,2210,10.42,,,,,,,
BMY,Health Care,0.3168,485,80.37,,,,,,,
BN,Real Estate,-0.5165,2200,10.83,,,,,,,
BNAI,Information Technology,,,,47.0,2026-08-17T22:40:16.468307+00:00,0.0491,1055,2.8376,17,
BNL,Real Estate,0.0276,1240,49.76,,,,,,,
BNS,Financials,0.293,527,78.67,,,,,,,
BNY,Financials,0.2207,700,71.65,,,,,,,
BOBS,Consumer Discretionary,,,,,,,,,,new_issue
BOH,Financials,0.2018,753,69.51,,,,,,,
BOKF,Financials,0.2016,754,69.46,,,,,,,
BOOT,Consumer Discretionary,0.1938,771,68.78,,,,,,,
BOT,,,,,,,,,,,new_issue
BOW,Financials,0.1725,827,66.5,,,,,,,
BOX,Information Technology,0.2357,658,73.36,,,,,,,
BP,Energy,0.0857,1074,56.49,,,,,,,
BPOP,Financials,0.3453,431,82.56,,,,,,,
BPRE,,,,,,,,,,,new_issue
BR,,0.03,1234,50.0,,,,,,,
BRBR,Consumer Staples,-0.0965,1598,35.24,,,,,,,
BRC,Consumer Discretionary,-0.0687,1522,38.32,,,,,,,
BRCB,Consumer Discretionary,,,,,,,,,,new_issue
BRK-A,Financials,0.0202,1264,48.78,,,,,,,
BRK-B,Financials,-0.2054,1836,25.59,,,,,,,
BRKR,Health Care,-0.185,1805,26.85,,,,,,,
BRO,Financials,-0.1332,1688,31.59,,,,,,,
BROS,Consumer Discretionary,0.1333,936,62.08,,,,,,,
BRSL,Consumer Discretionary,-0.1313,1686,31.67,,,,,,,
BRX,Real Estate,-0.0677,1520,38.4,,,,,,,
BRZE,Information Technology,0.1472,886,64.11,,,,,,,
BSAC,Financials,0.4947,240,90.31,,,,,,,
BSTZ,,0.2402,646,73.84,,,,,,,
BSX,Health Care,-0.3635,2066,16.26,,,,,,,
BSY,Information Technology,0.0204,1262,48.86,,,,,,,
BTDR,Financials,-0.8628,2370,3.93,,,,,,,
BTG,Materials,-0.5376,2217,10.14,,,,,,,
BTGO,Financials,,,,,,,,,,new_issue
BTI,Consumer Staples,-0.2043,1833,25.71,,,,,,,
BTSG,Health Care,0.615,146,94.12,,,,,,,
BTU,Energy,-0.3874,2090,15.29,,,,,,,
BUD,Consumer Staples,0.2169,709,71.29,,,,,,,
BULL,Financials,-0.5061,2191,11.19,,,,,,,
BURL,Consumer Discretionary,0.613,149,94.0,,,,,,,
BUSE,Financials,0.1223,971,60.67,,,,,,,
BV,Materials,-0.2469,1915,22.38,,,,,,,
BVN,Materials,0.8552,59,97.65,,,,,,,
BVS,Health Care,0.3904,357,85.56,,,,,,,
BW,Industrials,0.2739,568,77.01,,,,,,,
BWA,Consumer Discretionary,0.2734,569,76.97,,,,,,,
BWIN,Financials,-0.8521,2368,4.01,,,,,,,
BWLP,Industrials,0.5418,204,91.77,,,,,,,
BWXT,Industrials,0.1646,843,65.86,,,,,,,
BX,Financials,0.1159,983,60.18,,,,,,,
BXC,Industrials,-0.2025,1829,25.87,,,,,,,
BXDC,Real Estate,,,,,,,,,,new_issue
BXMT,Real Estate,-0.3064,1993,19.22,,,,,,,
BXP,Real Estate,-0.0891,1576,36.13,,,,,,,
BXSL,,-0.5182,2203,10.71,,,,,,,
BY,Financials,0.3675,393,84.1,,,,,,,
BYD,Consumer Discretionary,0.0834,1081,56.2,,,,,,,
BYND,Consumer Staples,1.0375,29,98.86,22.0,2026-08-21T20:49:16.753688+00:00,1.5254,2,1.5249,44,
BZH,Industrials,-0.3504,2054,16.75,,,,,,,
C,Financials,-0.0102,1358,44.97,,,,,,,
CAAP,Industrials,-0.0151,1376,44.24,,,,,,,
CABO,Communication Services,-1.1654,2425,1.7,,,,,,,
CACC,Financials,0.3845,366,85.2,,,,,,,
CACI,Information Technology,0.0074,1301,47.28,,,,,,,
CADL,Health Care,-0.684,2304,6.61,,,,,,,
CAE,Industrials,-0.5389,2219,10.06,,,,,,,
CAG,Consumer Staples,-0.3348,2036,17.48,,,,,,,
CAH,Industrials,-0.1466,1720,30.29,,,,,,,
CAKE,Consumer Discretionary,0.5319,214,91.36,,,,,,,
CAL,Consumer Discretionary,-0.1602,1750,29.08,,,,,,,
CALM,Materials,-0.2308,1884,23.64,,,,,,,
CALX,Communication Services,-0.0242,1405,43.07,,,,,,,
CALY,Consumer Discretionary,0.4031,333,86.54,,,,,,,
CAMT,Industrials,0.16,849,65.61,,,,,,,
CAPR,Health Care,-1.7731,2462,0.2,,,,,,,
CAR,,-0.056,1490,39.62,,,,,,,
CARE,Financials,0.4932,242,90.23,,,,,,,
CARG,Information Technology,1.0623,27,98.95,,,,,,,
CARR,Industrials,-0.0182,1386,43.84,,,,,,,
CARS,Information Technology,0.1782,811,67.15,,,,,,,
CART,,0.4774,257,89.62,,,,,,,
CASH,Financials,0.0087,1298,47.4,,,,,,,
CASY,Consumer Discretionary,0.5398,206,91.69,,,,,,,
CAT,Industrials,0.5712,181,92.7,,,,,,,
CATY,Financials,0.1799,805,67.4,,,,,,,
CAVA,Consumer Discretionary,-0.0359,1436,41.81,,,,,,,
CB,Financials,0.2885,540,78.14,,,,,,,
CBC,Financials,,,,,,,,,,new_issue
CBK,Financials,,,,,,,,,,new_issue
CBL,Real Estate,0.7783,78,96.88,,,,,,,
CBOE,Financials,0.3504,423,82.89,,,,,,,
CBRE,Real Estate,-0.2059,1840,25.43,,,,,,,
CBRL,Consumer Discretionary,0.1807,803,67.48,,,,,,,
CBRS,Information Technology,,,,,,,,,,new_issue
CBSH,Financials,-0.1247,1672,32.24,,,,,,,
CBT,Materials,-0.2403,1908,22.67,,,,,,,
CBU,Financials,0.0671,1130,54.22,,,,,,,
CBZ,,-0.2628,1939,21.41,,,,,,,
CC,Materials,0.4783,256,89.66,,,,,,,
CCB,Financials,-0.7214,2321,5.92,,,,,,,
CCC,Information Technology,-0.0829,1559,36.82,,,,,,,
CCEP,Consumer Staples,0.0493,1176,52.35,,,,,,,
CCI,Real Estate,-0.0015,1329,46.15,,,,,,,
CCJ,Materials,-0.1607,1752,28.99,,,,,,,
CCK,Industrials,0.2268,679,72.51,,,,,,,
CCL,Industrials,0.1098,1006,59.25,,,,,,,
CCNE,Financials,0.0877,1070,56.65,,,,,,,
CCOI,Communication Services,0.0152,1282,48.05,,,,,,,
CCS,Industrials,-0.097,1602,35.08,,,,,,,
CCSI,Information Technology,1.0113,35,98.62,56.0,2026-08-10T22:38:30.230451+00:00,0.9986,16,0.154,520,
CCXI,Industrials,,,,,,,,,,new_issue
CDE,Materials,-0.8673,2371,3.89,,,,,,,
CDNA,Health Care,0.7317,97,96.11,,,,,,,
CDNL,Industrials,,,,,,,,,,new_issue
CDNS,Information Technology,-0.038,1440,41.65,,,,,,,
CDP,Real Estate,0.0347,1221,50.53,,,,,,,
CDRE,Health Care,-0.1359,1694,31.35,,,,,,,
CDW,Consumer Discretionary,0.0636,1140,53.81,,,,,,,
CE,Materials,-0.5755,2241,9.16,,,,,,,
CECO,Industrials,-1.2482,2437,1.22,,,,,,,
CEG,Utilities,-0.593,2251,8.76,,,,,,,
CELC,Health Care,-0.5982,2255,8.6,,,,,,,
CELH,Consumer Staples,-0.3891,2093,15.17,,,,,,,
CENTA,Industrials,0.2707,575,76.72,,,,,,,
