ticker,sector,composite_z,composite_rank,composite_pct,ai_score,ai_rated_at,value_quality_score,value_rank,growth_score,growth_rank,exclusion_reason
FTS,Utilities,-0.1721,1778,27.94,,,,,,,
FTV,Industrials,0.0532,1168,52.68,,,,,,,
FUBO,Communication Services,-1.3107,2441,1.05,,,,,,,
FUL,Materials,0.1827,798,67.68,,,,,,,
FULT,Financials,-0.0036,1339,45.74,,,,,,,
FUN,Consumer Discretionary,-0.8067,2353,4.62,,,,,,,
FVRR,,0.1829,797,67.72,,,,,,,
FWONA,Communication Services,0.1585,853,65.45,,,,,,,
FWONK,Communication Services,0.1509,875,64.56,,,,,,,
FWRD,Industrials,-0.0224,1400,43.27,,,,,,,
FWRG,Consumer Discretionary,-0.1531,1734,29.72,,,,,,,
G,Industrials,0.3942,349,85.89,,,,,,,
GABC,Financials,0.1114,1001,59.45,,,,,,,
GAP,Consumer Discretionary,0.5761,179,92.78,,,,,,,
GATX,Industrials,0.0632,1141,53.77,,,,,,,
GBCI,Financials,0.1879,789,68.05,,,,,,,
GBDC,,0.035,1220,50.57,,,,,,,
GBTG,Industrials,-0.226,1871,24.17,,,,,,,
GBX,Industrials,-0.2626,1938,21.45,,,,,,,
GCMG,Financials,1.0797,24,99.07,60.0,2026-08-11T22:37:35.214508+00:00,0.9356,25,,,
GCO,Consumer Discretionary,0.1741,822,66.71,,,,,,,
GCT,Consumer Discretionary,0.5902,166,93.31,,,,,,,
GD,Industrials,0.366,398,83.9,,,,,,,
GDDY,Information Technology,1.0027,37,98.54,57.0,2026-08-10T22:38:02.082948+00:00,1.2552,11,,,
GDOT,Financials,-0.3045,1989,19.38,,,,,,,
GDYN,Information Technology,-0.235,1897,23.11,,,,,,,
GE,Industrials,0.1895,783,68.29,,,,,,,
GEF,Industrials,-0.2153,1858,24.7,,,,,,,
GEF-B,Industrials,-0.0882,1573,36.25,,,,,,,
GEHC,Health Care,-0.227,1873,24.09,,,,,,,
GEN,Information Technology,0.36,408,83.5,,,,,,,
GENB,Health Care,,,,,,,,,,new_issue
GENI,Consumer Discretionary,-0.9288,2384,3.37,,,,,,,
GEO,Industrials,0.0794,1095,55.64,,,,,,,
GEV,Industrials,0.2235,688,72.14,,,,,,,
GFF,Industrials,0.5698,182,92.66,,,,,,,
GFL,Utilities,-0.7497,2332,5.47,,,,,,,
GFS,Information Technology,0.3529,416,83.17,,,,,,,
GGG,Industrials,0.2166,711,71.21,,,,,,,
GH,Health Care,0.7817,76,96.96,,,,,,,
GHC,,0.0914,1059,57.1,,,,,,,
GHM,Industrials,-0.2742,1956,20.72,,,,,,,
GHRS,Health Care,1.412,14,99.47,,,,,,,
GIB,Industrials,-0.875,2372,3.85,,,,,,,
GIII,Consumer Discretionary,0.3381,447,81.91,,,,,,,
GIL,Consumer Discretionary,-0.5381,2218,10.1,,,,,,,
GILD,Health Care,0.0923,1057,57.18,,,,,,,
GILT,Information Technology,-0.4615,2150,12.85,,,,,,,
GIS,Consumer Staples,-0.4434,2134,13.5,,,,,,,
GKOS,Health Care,0.3284,466,81.14,,,,,,,
GL,Financials,0.3258,471,80.94,,,,,,,
GLBE,Information Technology,0.2129,721,70.8,,,,,,,
GLNG,Industrials,-0.1123,1644,33.37,,,,,,,
GLOB,Information Technology,-1.2654,2439,1.14,,,,,,,
GLPI,Real Estate,0.1664,841,65.94,,,,,,,
GLUE,Health Care,0.2629,595,75.91,,,,,,,
GLW,Materials,0.2614,599,75.75,,,,,,,
GM,Consumer Discretionary,0.0571,1153,53.28,,,,,,,
GME,Consumer Discretionary,0.2044,746,69.79,,,,,,,
GMED,Health Care,-0.0024,1330,46.11,,,,,,,
GMRS,Industrials,,,,,,,,,,new_issue
GMTL,Materials,,,,,,,,,,new_issue
GNK,Industrials,0.0855,1077,56.37,,,,,,,
GNL,Real Estate,0.0747,1105,55.23,,,,,,,
GNRC,Industrials,0.2007,757,69.34,,,,,,,
GNTX,Consumer Discretionary,0.2215,698,71.74,,,,,,,
GNW,Financials,-0.0805,1552,37.1,,,,,,,
GO,Consumer Staples,-0.7139,2316,6.12,,,,,,,
GOF,,-0.7613,2334,5.39,,,,,,,
GOLD,Industrials,0.1656,842,65.9,,,,,,,
GOLF,Consumer Discretionary,0.3752,386,84.39,,,,,,,
GOOD,Real Estate,0.0594,1146,53.57,,,,,,,
GOOG,Information Technology,0.1547,862,65.09,,,,,,,
GOOGL,Information Technology,0.1543,863,65.04,,,,,,,
GOOS,Consumer Discretionary,-1.0605,2413,2.19,,,,,,,
GPC,Industrials,-0.2451,1914,22.42,,,,,,,
GPGI,Financials,-1.1655,2426,1.66,,,,,,,
GPI,Consumer Discretionary,-0.2223,1867,24.33,,,,,,,
GPK,Materials,-0.3072,1995,19.14,,,,,,,
GPN,,-0.4151,2113,14.36,,,,,,,
GPOR,Energy,0.2963,523,78.83,,,,,,,
GPRE,Materials,0.5621,191,92.3,,,,,,,
GRAL,Health Care,-0.138,1701,31.06,,,,,,,
GRBK,Industrials,-0.257,1928,21.86,,,,,,,
GRC,Industrials,0.3852,363,85.32,,,,,,,
GRMN,Industrials,0.1388,918,62.81,,,,,,,
GRND,Information Technology,-0.3899,2094,15.13,,,,,,,
GRPN,Communication Services,0.6749,117,95.3,,,,,,,
GRRR,Information Technology,-0.9654,2393,3.0,,,,,,,
GS,Financials,0.3512,418,83.09,,,,,,,
GSAT,Communication Services,0.3331,457,81.51,,,,,,,
GSBC,Financials,-0.0881,1571,36.33,,,,,,,
GSBD,,-0.1685,1772,28.18,,,,,,,
GSHD,Financials,-0.0886,1575,36.17,,,,,,,
GSIT,Information Technology,-0.7494,2331,5.52,,,,,,,
GSL,Industrials,0.5023,235,90.51,,,,,,,
GT,Materials,-0.8435,2363,4.22,,,,,,,
GTES,Industrials,0.2867,544,77.98,,,,,,,
GTLB,Information Technology,0.0536,1165,52.8,,,,,,,
GTLS,Industrials,,,,,,,,,,new_issue
GTX,Consumer Discretionary,0.2449,637,74.21,,,,,,,
GTY,Real Estate,0.1249,963,60.99,,,,,,,
GVA,Industrials,-0.562,2236,9.37,,,,,,,
GWRE,Information Technology,-0.481,2171,12.0,,,,,,,
GWW,Industrials,0.2776,563,77.21,,,,,,,
GXO,Industrials,-0.1506,1727,30.01,,,,,,,
H,Consumer Discretionary,0.0184,1273,48.42,,,,,,,
HAE,Health Care,0.2498,626,74.66,,,,,,,
HAFC,Financials,0.2936,526,78.71,,,,,,,
HAFN,Industrials,0.3134,490,80.17,,,,,,,
HAL,Energy,0.1315,940,61.92,,,,,,,
HALO,Health Care,1.1339,19,99.27,68.0,2026-08-10T22:37:16.080962+00:00,1.4813,4,,,
HAS,Consumer Discretionary,0.3832,371,85.0,,,,,,,
HASI,Financials,0.5108,231,90.67,,,,,,,
HAWK,Information Technology,,,,,,,,,,new_issue
HAYW,Industrials,0.0366,1214,50.81,,,,,,,
HBAN,Financials,-0.4008,2100,14.88,,,,,,,
HBCP,Financials,0.0554,1156,53.16,,,,,,,
HBM,Materials,1.2074,17,99.35,,,,,,,
HBNC,Financials,-0.3765,2081,15.65,,,,,,,
HCA,Health Care,-0.1424,1711,30.66,,,,,,,
HCC,Energy,0.14,911,63.1,,,,,,,
HCI,Financials,0.206,740,70.03,,,,,,,
HCSG,Health Care,0.5067,234,90.55,,,,,,,
HD,Consumer Discretionary,0.3848,365,85.24,,,,,,,
HDB,Financials,-0.204,1832,25.75,,,,,,,
HE,Utilities,-0.0497,1468,40.51,,,,,,,
HEI,Industrials,0.4262,315,87.27,,,,,,,
HEI-A,Industrials,0.4664,275,88.89,,,,,,,
HELE,Industrials,-0.1206,1666,32.48,,,,,,,
HELP,Health Care,-0.3565,2061,16.46,,,,,,,
HESM,Energy,0.5175,224,90.96,,,,,,,
HFWA,Financials,-0.0606,1505,39.01,,,,,,,
HG,Financials,-0.0955,1594,35.4,,,,,,,
HGV,Consumer Discretionary,-0.0984,1605,34.96,,,,,,,
HHH,Real Estate,-0.17,1774,28.1,,,,,,,
HIG,Financials,0.4459,298,87.96,,,,,,,
HII,Industrials,0.1053,1018,58.76,,,,,,,
HIMS,Health Care,-0.982,2396,2.88,,,,,,,
HIW,Real Estate,-0.5355,2214,10.26,,,,,,,
HL,Materials,0.5551,198,92.01,,,,,,,
HLF,Industrials,-0.1174,1653,33.01,,,,,,,
HLI,Financials,-0.0564,1493,39.5,,,,,,,
HLIO,Industrials,0.2909,530,78.55,,,,,,,
HLIT,Information Technology,-0.0821,1557,36.9,,,,,,,
HLMN,Industrials,-0.0253,1409,42.9,,,,,,,
HLNE,Financials,-0.3619,2064,16.34,,,,,,,
HLT,Consumer Discretionary,0.0209,1260,48.95,,,,,,,
HLX,Energy,0.2798,560,77.33,,,,,,,
HMC,Consumer Discretionary,-0.6242,2271,7.95,,,,,,,
HMH,Industrials,,,,,,,,,,new_issue
HMN,Financials,0.272,573,76.8,,,,,,,
HMY,Materials,-0.2512,1923,22.06,,,,,,,
HNI,Consumer Discretionary,-0.8485,2366,4.1,,,,,,,
HNRG,Utilities,-0.3381,2043,17.19,,,,,,,
HNST,Consumer Discretionary,0.5316,215,91.32,,,,,,,
HOG,Industrials,-0.1078,1629,33.98,,,,,,,
HOMB,Financials,-0.0927,1590,35.56,,,,,,,
HON,Industrials,0.4815,251,89.86,,,,,,,
HOOD,Financials,-0.4258,2120,14.07,,,,,,,
HOPE,Financials,0.2677,578,76.6,,,,,,,
HOV,Industrials,0.112,998,59.57,,,,,,,
HP,Energy,0.41,327,86.78,,,,,,,
HPE,Information Technology,0.4784,255,89.7,,,,,,,
HPP,Real Estate,-0.3057,1992,19.26,,,,,,,
HPQ,Information Technology,-0.6794,2302,6.69,,,,,,,
HQ,Information Technology,,,,,,,,,,new_issue
HQY,,0.1613,848,65.65,,,,,,,
HR,Real Estate,0.1015,1027,58.39,,,,,,,
HRB,Consumer Discretionary,0.8634,57,97.73,50.0,2026-08-17T22:40:09.228055+00:00,1.0975,12,,,
HRI,,0.139,916,62.9,,,,,,,
HRL,Consumer Staples,-0.4897,2180,11.64,,,,,,,
HRMY,Health Care,0.3967,346,86.01,,,,,,,
HROW,Health Care,-1.0522,2412,2.23,,,,,,,
HRTG,Financials,0.5563,196,92.09,,,,,,,
HSBC,Financials,0.7948,71,97.16,,,,,,,
HSIC,Industrials,0.0821,1086,56.0,,,,,,,
HSLV,Materials,,,,,,,,,,insufficient_history
HST,Real Estate,0.2253,684,72.3,,,,,,,
HSTM,Information Technology,0.2117,724,70.68,,,,,,,
HSY,Consumer Staples,0.5452,202,91.85,,,,,,,
HTB,Financials,0.018,1274,48.38,,,,,,,
HTGC,,-0.0743,1539,37.63,,,,,,,
HTH,Financials,-0.0283,1421,42.42,,,,,,,
HTLD,Industrials,0.263,594,75.95,,,,,,,
HTO,Utilities,-0.0729,1533,37.88,,,,,,,
HUBB,Information Technology,-0.021,1398,43.35,,,,,,,
HUBG,Industrials,0.0321,1227,50.28,,,,,,,
HUBS,Information Technology,0.289,539,78.18,,,,,,,
HUM,Financials,-0.1363,1695,31.31,,,,,,,
HUN,Materials,-0.5067,2192,11.15,,,,,,,
HURN,Industrials,-0.0353,1435,41.85,,,,,,,
HUT,Financials,-0.72,2320,5.96,62.0,2026-08-10T22:41:16.487184+00:00,,,2.7992,18,
HWC,Financials,0.0831,1083,56.12,,,,,,,
HWKN,Industrials,-0.118,1654,32.97,,,,,,,
HWM,Materials,0.3775,382,84.55,,,,,,,
HXL,Materials,-0.0894,1580,35.97,,,,,,,
HYMC,Materials,-0.1591,1749,29.12,,,,,,,
HYT,,-0.4892,2179,11.68,,,,,,,
HZO,Consumer Discretionary,0.2748,566,77.09,,,,,,,
IAG,Materials,0.5586,194,92.17,,,,,,,
IART,Health Care,0.1134,992,59.81,,,,,,,
IBCP,Financials,0.0925,1055,57.26,,,,,,,
IBKR,Financials,-0.0591,1502,39.13,,,,,,,
IBM,Information Technology,-0.0126,1370,44.48,,,,,,,
IBN,Financials,-0.5547,2232,9.53,,,,,,,
IBOC,Financials,-0.1264,1675,32.12,,,,,,,
IBP,Industrials,-0.0576,1497,39.33,,,,,,,
IBRX,Health Care,0.8616,58,97.69,,,,,,,
IBTA,Communication Services,0.3838,368,85.12,,,,,,,
ICE,Financials,-0.1339,1690,31.51,,,,,,,
ICFI,Industrials,0.0507,1173,52.47,,,,,,,
ICHR,Information Technology,0.533,213,91.4,,,,,,,
ICL,Materials,-0.7798,2343,5.03,,,,,,,
ICLR,Health Care,-0.2816,1971,20.11,,,,,,,
ICUI,Health Care,-0.0658,1518,38.48,,,,,,,
IDA,Utilities,0.0564,1155,53.2,,,,,,,
IDCC,Financials,0.0062,1303,47.2,,,,,,,
IDR,Materials,-0.4644,2152,12.77,,,,,,,
IDT,Communication Services,-0.2167,1859,24.66,,,,,,,
IDXX,Health Care,0.3754,385,84.43,,,,,,,
IDYA,Health Care,-0.3152,2006,18.69,,,,,,,
IE,Materials,-0.7875,2346,4.91,,,,,,,
IESC,Industrials,0.322,477,80.7,,,,,,,
IEX,Industrials,0.0993,1034,58.11,,,,,,,
IFF,Materials,-0.1715,1775,28.06,,,,,,,
IFS,Financials,0.4754,260,89.5,,,,,,,
IHS,Communication Services,-0.2302,1882,23.72,,,,,,,
IIIN,Materials,-0.4679,2154,12.69,,,,,,,
IIIV,Information Technology,-0.3207,2014,18.37,,,,,,,
IIPR,Real Estate,0.2308,671,72.83,,,,,,,
ILMN,Health Care,0.267,579,76.56,,,,,,,
IMAX,,0.35,426,82.77,,,,,,,
IMKTA,Consumer Staples,0.1154,986,60.06,,,,,,,
IMMX,Health Care,-0.4311,2125,13.87,,,,,,,
IMNM,Health Care,-0.4113,2109,14.52,,,,,,,
IMO,Energy,0.3438,437,82.32,,,,,,,
IMVT,Health Care,-0.0048,1346,45.46,,,,,,,
IMXI,,-0.232,1886,23.56,,,,,,,
INBX,Health Care,1.0042,36,98.58,,,,,,,
INCY,Health Care,0.0513,1171,52.55,,,,,,,
INDB,Financials,0.0715,1114,54.87,,,,,,,
INDV,Health Care,-0.4453,2136,13.42,,,,,,,
INFQ,Information Technology,,,,,,,,,,new_issue
ING,Financials,0.401,336,86.42,,,,,,,
INGR,Consumer Staples,-0.2444,1912,22.51,,,,,,,
INIO,Industrials,,,,,,,,,,new_issue
INMD,Health Care,-0.0104,1360,44.89,,,,,,,
INN,Real Estate,-0.0638,1515,38.61,,,,,,,
INOD,Information Technology,0.2076,733,70.32,,,,,,,
INSM,Health Care,-0.3227,2018,18.21,,,,,,,
INSP,Health Care,-0.1505,1726,30.05,,,,,,,
INSW,Industrials,0.6496,129,94.81,,,,,,,
INTA,Information Technology,0.0375,1210,50.97,,,,,,,
INTC,Information Technology,0.5684,185,92.54,,,,,,,
INTR,Financials,-1.0157,2403,2.6,,,,,,,
INTU,Information Technology,0.2177,707,71.37,,,,,,,
INVA,Health Care,-0.6314,2280,7.58,,,,,,,
INVH,Real Estate,0.1576,855,65.37,,,,,,,
INVX,Industrials,0.1468,888,64.03,,,,,,,
IONQ,Information Technology,-1.4938,2453,0.57,,,,,,,
IONS,Health Care,-0.9596,2390,3.12,,,,,,,
IOSP,Materials,0.0915,1058,57.14,,,,,,,
IOT,Information Technology,0.3656,399,83.86,,,,,,,
IOVA,Health Care,0.1754,818,66.87,,,,,,,
IP,Materials,-0.2763,1958,20.64,,,,,,,
IPAR,Consumer Staples,0.0679,1127,54.34,,,,,,,
IPGP,Information Technology,-0.1677,1770,28.26,,,,,,,
IPI,Materials,0.2626,597,75.83,,,,,,,
IQV,Health Care,0.1395,914,62.98,,,,,,,
IR,Industrials,0.1948,767,68.94,,,,,,,
IRDM,Communication Services,0.3243,472,80.9,,,,,,,
IREN,Financials,-0.8144,2356,4.5,,,,,,,
IRM,Real Estate,0.1258,960,61.11,,,,,,,
IRMD,Health Care,-0.128,1677,32.04,,,,,,,
IRON,Health Care,-0.3355,2038,17.4,,,,,,,
IRT,Real Estate,-0.1814,1801,27.01,,,,,,,
IRTC,Health Care,-0.1169,1651,33.09,,,,,,,
ISRG,Health Care,0.2617,598,75.79,,,,,,,
ISSC,Information Technology,,,,,,,,,,new_issue
IT,Industrials,-0.5327,2212,10.34,,,,,,,
ITGR,Health Care,-0.2087,1845,25.22,,,,,,,
ITIC,Financials,0.1268,958,61.19,,,,,,,
ITRI,Industrials,-0.1475,1723,30.17,,,,,,,
ITRN,Industrials,0.3612,406,83.58,,,,,,,
ITT,Industrials,-0.8428,2362,4.26,,,,,,,
ITW,Industrials,0.0126,1287,47.85,,,,,,,
IVR,Real Estate,0.1283,953,61.39,,,,,,,
IVT,Real Estate,-0.3661,2071,16.06,,,,,,,
IVZ,Financials,0.3791,381,84.59,,,,,,,
J,Industrials,-0.1899,1812,26.56,,,,,,,
JACK,Consumer Discretionary,0.156,859,65.21,,,,,,,
JAN,Real Estate,,,,,,,,,,new_issue
JANX,Health Care,-0.307,1994,19.18,,,,,,,
JAZZ,Health Care,0.6361,135,94.57,,,,,,,
JBGS,Real Estate,-0.9587,2389,3.16,,,,,,,
JBHT,Industrials,0.5834,174,92.98,,,,,,,
JBIO,Health Care,-0.4255,2119,14.11,,,,,,,
JBL,Information Technology,0.1903,781,68.37,,,,,,,
JBSS,Consumer Staples,0.175,820,66.79,,,,,,,
JBTM,Industrials,-0.1716,1776,28.02,,,,,,,
JCI,Industrials,0.3064,499,79.81,,,,,,,
JEF,Financials,-0.2494,1919,22.22,,,,,,,
JHX,Materials,-0.0865,1568,36.46,,,,,,,
JJSF,Consumer Staples,-0.2177,1861,24.57,,,,,,,
JKHY,Information Technology,0.3041,506,79.52,,,,,,,
JLL,Real Estate,0.3687,392,84.14,,,,,,,
JNJ,Health Care,0.1008,1029,58.31,,,,,,,
JOBY,Industrials,-0.9771,2395,2.92,38.0,2026-08-10T22:40:40.543920+00:00,,,5.5748,8,
JOE,Real Estate,0.2574,606,75.47,,,,,,,
JPM,Financials,0.2123,723,70.72,,,,,,,
JXN,Financials,-0.0764,1543,37.47,,,,,,,
KAI,Industrials,0.0362,1216,50.73,,,,,,,
KALU,Materials,0.5869,171,93.11,,,,,,,
KARD,Health Care,,,,,,,,,,new_issue
KARO,Information Technology,0.0047,1308,47.0,,,,,,,
KB,Financials,-0.0407,1448,41.32,,,,,,,
KBH,Industrials,-0.2978,1982,19.67,,,,,,,
KBR,Industrials,-0.0259,1413,42.74,,,,,,,
KD,Information Technology,-0.7142,2317,6.08,,,,,,,
KDP,Consumer Staples,-0.6791,2301,6.73,,,,,,,
KEP,Utilities,-0.6282,2278,7.66,,,,,,,
KEX,Industrials,0.0999,1032,58.19,,,,,,,
KEY,Financials,0.0302,1233,50.04,,,,,,,
KEYS,Industrials,0.2439,638,74.17,,,,,,,
KFRC,,0.2466,632,74.41,,,,,,,
KFY,,0.0416,1202,51.3,,,,,,,
KGC,Materials,-0.165,1762,28.59,,,,,,,
KGS,Utilities,0.1069,1012,59.0,,,,,,,
KHC,Consumer Staples,-0.1033,1618,34.43,,,,,,,
KIM,Real Estate,0.019,1271,48.5,,,,,,,
KKR,Financials,-0.2538,1926,21.94,,,,,,,
KLAC,Industrials,0.3175,484,80.41,,,,,,,
KLAR,Financials,,,,,,,,,,new_issue
KLIC,Information Technology,0.19,782,68.33,,,,,,,
KLRA,Health Care,,,,,,,,,,new_issue
KMB,Materials,0.2826,554,77.58,,,,,,,
KMI,Utilities,0.2514,619,74.94,,,,,,,
KMPR,Financials,-1.1531,2423,1.78,,,,,,,
KMT,Industrials,0.2324,664,73.11,,,,,,,
KMX,Consumer Discretionary,-0.1171,1652,33.05,,,,,,,
KN,Industrials,0.1876,791,67.96,,,,,,,
KNF,Materials,-0.1418,1709,30.74,,,,,,,
KNSA,Health Care,0.4005,337,86.37,,,,,,,
KNSL,Financials,0.3662,396,83.98,,,,,,,
KNTK,Utilities,0.2067,739,70.07,,,,,,,
KNX,Industrials,0.1108,1003,59.37,,,,,,,
KO,Consumer Staples,0.23,672,72.79,,,,,,,
KOD,Health Care,0.3694,390,84.23,,,,,,,
KODK,,0.5941,162,93.47,,,,,,,
KOP,Materials,-0.2494,1920,22.18,,,,,,,
KR,Consumer Staples,0.134,932,62.25,,,,,,,
KRC,Real Estate,-0.2281,1875,24.01,,,,,,,
KREF,Real Estate,-1.1844,2432,1.42,,,,,,,
KRG,Real Estate,0.1945,769,68.86,,,,,,,
KRUS,Consumer Discretionary,-0.3118,2000,18.94,,,,,,,
KRYS,Health Care,0.2655,584,76.36,,,,,,,
KSS,Consumer Discretionary,0.3123,492,80.09,,,,,,,
KT,Communication Services,-0.6093,2265,8.19,,,,,,,
KTB,Consumer Discretionary,0.1821,800,67.6,,,,,,,
KTOS,Industrials,-0.6028,2259,8.43,,,,,,,
KURA,Health Care,-0.5945,2253,8.68,,,,,,,
KVUE,Consumer Staples,-0.0243,1406,43.03,,,,,,,
KVYO,Information Technology,0.1508,876,64.52,,,,,,,
KWR,Energy,0.1402,910,63.14,,,,,,,
KYMR,Health Care,0.1813,801,67.56,,,,,,,
KYTX,Health Care,-0.8996,2380,3.53,,,,,,,
L,Financials,0.1189,978,60.38,,,,,,,
LAD,Consumer Discretionary,0.0112,1290,47.73,,,,,,,
LADR,Real Estate,-0.4366,2129,13.71,,,,,,,
LAMR,Real Estate,0.2207,699,71.7,,,,,,,
LAND,Real Estate,-0.1759,1788,27.53,,,,,,,
LAR,Materials,0.9854,39,98.46,,,,,,,
LASR,Information Technology,0.1445,893,63.83,,,,,,,
LAUR,,0.258,604,75.55,,,,,,,
LAZ,Financials,0.0885,1068,56.73,,,,,,,
LB,Financials,0.2024,751,69.59,,,,,,,
LBRT,Energy,-0.1843,1803,26.93,,,,,,,
LBRX,Health Care,,,,,,,,,,new_issue
LBTYA,Communication Services,0.3016,512,79.28,,,,,,,
LBTYK,Communication Services,0.2902,534,78.39,,,,,,,
LCII,Consumer Discretionary,0.1914,777,68.53,,,,,,,
LCLN,Financials,,,,,,,,,,new_issue
LDOS,Information Technology,-0.0547,1484,39.86,,,,,,,
LEA,Consumer Discretionary,0.3227,473,80.86,,,,,,,
LECO,Industrials,0.1252,961,61.07,,,,,,,
LEG,Consumer Discretionary,0.2234,689,72.1,,,,,,,
LEN,Industrials,-0.4845,2175,11.84,,,,,,,
LEN-B,Industrials,-0.4798,2169,12.08,,,,,,,
LEU,Materials,-0.7818,2345,4.95,,,,,,,
LEVI,Consumer Discretionary,0.372,388,84.31,,,,,,,
LFST,Health Care,0.3368,450,81.79,,,,,,,
LFTO,Information Technology,,,,,,,,,,new_issue
LFUS,Industrials,0.407,330,86.66,,,,,,,
LGIH,Industrials,0.4407,305,87.67,,,,,,,
LGN,Industrials,,,,,,,,,,new_issue
LGND,Health Care,-0.3802,2086,15.45,,,,,,,
LH,Health Care,0.2154,714,71.09,,,,,,,
LHX,Industrials,0.1918,776,68.57,,,,,,,
LIF,Information Technology,-0.4618,2151,12.81,,,,,,,
LIFE,Financials,,,,,,,,,,new_issue
LII,Industrials,-0.0536,1482,39.94,,,,,,,
LILAK,Communication Services,0.2187,705,71.45,,,,,,,
LILAP,Communication Services,,,,,,,,,,insufficient_history
LIN,Materials,0.2031,748,69.71,,,,,,,
LINC,,0.408,329,86.7,,,,,,,
LIND,Industrials,0.4538,289,88.32,,,,,,,
LINE,Real Estate,-0.1308,1681,31.87,,,,,,,
LION,Communication Services,0.2896,535,78.35,,,,,,,
LITE,Information Technology,0.3904,356,85.6,70.0,2026-08-18T22:39:06.682902+00:00,1.307,10,1.8107,34,
LIVN,Health Care,0.1054,1017,58.8,,,,,,,
LKFN,Financials,-0.0024,1331,46.07,,,,,,,
LKQ,Industrials,-0.2502,1922,22.1,,,,,,,
LLY,Health Care,0.2395,649,73.72,,,,,,,
LLYVA,Consumer Discretionary,0.5817,175,92.94,,,,,,,
LLYVK,Consumer Discretionary,0.584,173,93.03,,,,,,,
LMAT,Health Care,0.2011,756,69.38,,,,,,,
LMB,Industrials,-0.2784,1960,20.56,,,,,,,
LMND,Financials,-0.2608,1933,21.65,,,,,,,
LMRI,Health Care,,,,,,,,,,new_issue
LMT,Industrials,0.5978,159,93.59,,,,,,,
LNC,Financials,0.2326,663,73.15,,,,,,,
LNG,Utilities,0.2643,591,76.07,,,,,,,
LNN,Industrials,-0.1156,1648,33.21,,,,,,,
LNT,Utilities,-0.0504,1471,40.39,,,,,,,
LNTH,Health Care,0.2039,747,69.75,,,,,,,
LOAR,Industrials,-0.3986,2096,15.04,,,,,,,
LOB,Financials,-0.0402,1446,41.4,,,,,,,
LOGI,Information Technology,0.3877,360,85.44,,,,,,,
LOPE,,0.1799,807,67.32,,,,,,,
LOW,Consumer Discretionary,-0.4945,2183,11.52,,,,,,,
LPG,Industrials,0.3979,343,86.13,,,,,,,
LPLA,Financials,-0.2087,1846,25.18,,,,,,,
LPTH,Information Technology,-0.0013,1328,46.19,,,,,,,
LPX,Materials,-0.1445,1717,30.41,,,,,,,
LQDA,Health Care,0.7037,107,95.7,70.0,2026-08-14T21:06:57.708664+00:00,0.6793,58,7.6136,1,
LQDT,,0.5605,192,92.25,,,,,,,
LRCX,Industrials,0.3961,348,85.93,,,,,,,
LRN,,-0.119,1660,32.73,,,,,,,
LSCC,Information Technology,0.5137,226,90.88,,,,,,,
LSPD,Information Technology,-0.8244,2360,4.34,,,,,,,
LSTR,Industrials,0.232,666,73.03,,,,,,,
LTBR,Materials,-1.1805,2430,1.5,,,,,,,
LTC,Real Estate,-0.0429,1454,41.08,,,,,,,
LTH,Consumer Discretionary,0.3313,460,81.39,,,,,,,
LTRX,Information Technology,0.0942,1049,57.5,,,,,,,
LULU,Consumer Discretionary,-0.2092,1848,25.1,,,,,,,
LUMN,Communication Services,0.2907,532,78.47,,,,,,,
LUNR,Industrials,-1.0478,2410,2.31,,,,,,,
LUV,Industrials,0.1338,933,62.21,,,,,,,
LVS,Consumer Discretionary,0.6128,150,93.96,,,,,,,
LW,Consumer Staples,-0.0347,1434,41.89,,,,,,,
LWLG,Materials,-0.6403,2284,7.42,,,,,,,
LXP,Real Estate,-0.1469,1722,30.21,,,,,,,
LXU,Materials,0.1232,967,60.83,,,,,,,
LYB,Materials,0.0455,1187,51.91,,,,,,,
LYFT,,-0.0924,1589,35.6,,,,,,,
LYTS,Industrials,-0.6981,2309,6.41,,,,,,,
LYV,Consumer Discretionary,0.6307,140,94.36,,,,,,,
LZ,Information Technology,0.663,125,94.97,,,,,,,
LZB,Consumer Discretionary,-0.2864,1973,20.03,,,,,,,
M,Consumer Discretionary,0.4808,252,89.82,,,,,,,
MA,,0.9692,43,98.3,,,,,,,
MAA,Real Estate,-0.3229,2019,18.17,,,,,,,
MAC,Real Estate,-0.0491,1467,40.55,,,,,,,
MAIN,,-0.4858,2177,11.76,,,,,,,
MAIR,Industrials,,,,,,,,,,new_issue
MAMA,Consumer Staples,0.0972,1039,57.91,,,,,,,
MAN,,0.4154,321,87.02,,,,,,,
MANE,Health Care,,,,,,,,,,new_issue
MANH,Information Technology,0.8398,62,97.53,,,,,,,
MANU,Consumer Discretionary,0.179,808,67.27,,,,,,,
MAR,Consumer Discretionary,-0.1674,1767,28.39,,,,,,,
MARA,Financials,-1.166,2427,1.62,,,,,,,
MAS,Industrials,-0.493,2182,11.56,,,,,,,
MAT,Consumer Discretionary,-0.0504,1470,40.43,,,,,,,
MATW,Materials,-0.5102,2195,11.03,,,,,,,
MATX,Industrials,0.4017,335,86.46,,,,,,,
MAX,,0.4793,254,89.74,,,,,,,
MBC,Consumer Discretionary,-0.8983,2378,3.61,,,,,,,
MBIN,Financials,0.2382,652,73.6,,,,,,,
MBLY,Information Technology,-0.3736,2076,15.86,,,,,,,
MBUU,Industrials,-0.3934,2095,15.09,,,,,,,
